slug,model,title,year,km,price_tl,age
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,12000,2305000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6200,2080000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6001,2200000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,8900,2125000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,25000,1999999,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,15000,2088000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum Premium,2025,6006,2925000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,13500,2595000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,21000,2520000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,6001,2699000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,39000,2585000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,10638,2369000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.5 e-Power Platinum Premium,2025,14200,3089000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,15000,2310000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6500,2490000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,8700,1990000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,11000,2050000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,39600,2415000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum Premium,2025,15000,2715000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6001,2125000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T N-Connecta,2025,6001,2219000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,19500,2429000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6300,2512900,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2420000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,18000,2395000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,19000,2319000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6010,2369750,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,7800,2360000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,8000,2350000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,10000,2349000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,22000,2228500,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,32900,2230000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,18000,2295000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,42000,2198000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6100,2225000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,12000,1815000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,22500,2595000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6025,2850000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6250,2390000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,32000,2550000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,9200,2150000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6900,2500000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,36000,2650000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,30000,2239000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2795000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2580000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,8150,2025000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.5 e-Power Platinum,2025,22500,2875000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2500000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,32000,2525000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,17000,2375000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,20000,2468750,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6250,2095000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6750,2355000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2365000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,10000,2090000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,22000,2389000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,38000,2375000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,33000,2100000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,11700,2450000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,31000,2290000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,20039,2365000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,29800,2485000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,50850,2265000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,8660,2469000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,19800,2469500,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6001,2161000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,35450,2305000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,39000,2299000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,32502,2490000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,8900,2385000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,10400,2085000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2558000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6001,2580000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,6001,2125000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,12000,2350000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,10000,2120000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2025,6005,2950000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Design Pack,2025,7500,2150000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum Premium Pack,2025,8766,2845000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,24000,2475000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Platinum,2025,6001,2620000,1
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2026,6001,2365000,0
nissan-qashqai,Nissan Qashqai,Nissan Qashqai 1.3 DIG-T Sky Pack,2026,6100,2650000,0
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,103000,1159750,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,152000,1095000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,215000,899000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Cosmo,2016,104850,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,97000,1000000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,166399,1105000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,204000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,165000,1080000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,140000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,145000,1035000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,240000,899750,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,134000,955000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,155000,1150000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,66200,1075000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,78000,1180000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,175000,935000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,102500,955000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,190000,850000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,152000,935000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,135120,1040000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,167000,1025000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,123000,1090000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,82000,1210000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,117000,1195000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,150000,1070000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,62200,1119850,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,130000,1079900,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,112000,888000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,202000,965000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,153000,1099900,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,160000,1089000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,126881,980000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,122000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,101000,1175000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,163000,970000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,92000,1070000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,104000,1149000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,75650,1299000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,232000,979500,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,68000,1119000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,146000,1140000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,137500,1250000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,187000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,101000,1069900,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,220000,950000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Cosmo,2016,90000,1250000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,225000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,190000,900000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,112000,1050000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2016,143000,839000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,115000,1165000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,74000,1220000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,127000,990000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,120000,1175000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,208000,935000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Cosmo,2016,130000,1165000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 CDTI Enjoy,2016,80000,1150000,10
opel-mokka,Opel Mokka,Opel Mokka 1.4 Enjoy,2016,115000,1080000,10
opel-mokka,Opel Mokka,Opel Mokka 1.6 Enjoy,2017,55000,1260000,9
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2021,60000,1469000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,41506,1399000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,99000,1420000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,50000,1430000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,31000,1419000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,120000,1349550,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,59000,1365000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,104000,1425000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,63500,1367500,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2021,87000,1410000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2021,42000,1455000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,108000,1420000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,55000,1464000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,53000,1469500,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,58000,1475000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,36500,1555000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,56000,1395000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,73000,1420000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,69500,1470000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,53000,1485000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2021,61000,1500000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,116000,1400000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,57000,1475000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2021,55000,1520000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,58000,1460000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,119000,1460000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,62000,1450000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,22300,1435000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,66000,1550000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2021,87000,1520000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2021,49000,1425000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,44500,1420000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2021,40000,1425000,5
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,72300,1450000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,36000,1589000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,65000,1469000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,45900,1479000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,98000,1390000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,48000,1439000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,57000,1515000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,47500,1505000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,74000,1364000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,150000,1350000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,30000,1500000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,14000,1509000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,61000,1410000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,93000,1418000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,82986,1388000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,89000,1550000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,105400,1415000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,49850,1455000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,33724,1594900,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,23500,1500000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,82000,1415000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,37000,1495000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,156000,1355000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,45800,1490000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,52000,1459000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,56500,1599900,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,50700,1598500,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,44000,1525000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,53000,1485000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,49000,1429750,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,77000,1475000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,60000,1520000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,91639,1278500,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,59000,1495000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,79000,1419500,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,69000,1495000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,10250,1540000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,52000,1349000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,64000,1460000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,67500,1450000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,102000,1395000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,89000,1410000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,66000,1459750,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,42500,1595500,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,95000,1335000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,73600,1410000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,54000,1430000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,29000,1529000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,28500,1470000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,42484,1505000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,42000,1620000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,43000,1515000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,42000,1470000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,76000,1385000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,120500,1395000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,43000,1550000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,47500,1465000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,51000,1480000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,16000,1580000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,37000,1590000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,115000,1469000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,63000,1430000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,60000,1430000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,19100,1625000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,98000,1425000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,97000,1415000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,64000,1505000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,48000,1415000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,49000,1475000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,53500,1549000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,46500,1550000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2022,24000,1600000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,63800,1457000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,46700,1550000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS Line,2022,66500,1390000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,57000,1390000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,47000,1435000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,58000,1460000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,85000,1435000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,50000,1430000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,103400,1450000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2022,56000,1280000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,78000,1379500,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2022,15000,1475000,4
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2023,41400,1510000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2023,51000,1450000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2023,27000,1470000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Elegance,2023,40133,1600000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,40000,1550000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,44000,1570000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,8600,1605000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,51790,1559000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,32000,1550000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,42000,1545000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,46000,1515000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,29000,1530000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,32000,1529000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,52000,1519000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,59000,1500000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,44000,1485000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,85000,1499950,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,56000,1449500,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,65000,1485000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,55500,1475000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,40000,1479999,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,75500,1465000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,69000,1339000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,75000,1295000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T Ultimate,2023,14000,1625000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,47000,1509000,3
opel-mokka,Opel Mokka,Opel Mokka 1.2 T GS,2023,37000,1475000,3
